-1507211.6599591267,-225722.12896778242,-116648.16096810836,494235.5954478399,57775.27435344747,91102.57838864916,86011.8635778441,1248.7988969469918,81818.79408520568,144969.1439983579,65468.724051584686,137322.0465224521,104409.22028810848,73336.04665615284,146589.1289443221
231671.07061745226,-399407.9761625285,-692748.2536624653,189400.2878797125,-92808.82175854317,-16898.3558795441,37803.24130837451,95371.95949066838,48182.610188296334,98896.42832818019,118835.64143791457,64190.30720831836,131743.47478787685,119662.07216336373,114275.368015316
-216858.09529749872,-784156.00774807,449235.12620586064,-133013.14354798468,54590.7773001805,111033.35119498681,99047.86241889987,76397.72545883135,95436.49946443789,111474.80705091171,35466.78538838248,73385.11146495778,96712.84971696726,80527.16903864486,105581.30064425948
-1198884.222455769,1005272.8973530969,100266.38975755169,127576.36883088239,146217.23828066545,145474.42473317875,31988.637599427184,-11669.849368231644,90956.25264217393,92628.49394006978,130526.45425856611,90716.73607231662,79247.758853629,94501.14153418937,109696.90038567099
-1407003.3665905532,-674215.6510233894,193372.33145950286,100639.91123597656,269582.1113330516,152791.25665032564,186611.86684544056,175307.38933600578,105473.95512144174,119206.73466696718,122102.65766714844,104914.96466615333,75808.14946592695,68297.65399608549,61652.02914860348
1007217.8594513141,176544.4095575977,237241.2536142213,-61021.229472874,368431.65355031233,-98580.35550874125,33273.832970858915,103469.0882642746,187096.95876261982,161758.72237133863,37654.18248557653,145922.2777737416,124326.94263163414,95854.28078566727,133463.41373558488
-1632898.635296134,99134.22476740472,-582904.288534865,518992.7048068653,5756.998383665754,165784.80578921828,73136.49919843022,93570.89525522788,65714.32326757605,128882.4519820333,57101.68037139908,121776.77681894615,37052.076618985666,95962.81899709084,75407.97498176056
-7832552.251131497,-1429852.1958162743,727991.3376177365,-142635.90827969252,-226115.66477120988,117234.50272493662,193495.88988475956,64424.40164407281,99455.55732337579,120911.73292232079,79137.46926011317,100332.92798792754,105783.56520965435,95307.41291559908,43507.536467125836
2245292.901095617,502041.3936308911,-377267.11990479194,-27542.090016511873,-134829.45386608125,158806.10636245122,101335.87481742608,156821.54341012792,-27242.769021329354,174093.24178913853,127761.62788702124,134902.2968485572,131609.0422019329,65832.56302517935,83963.04095284882
-2207282.4939392353,461804.2242113678,-227773.86759228157,634.6449537007226,390105.80179410323,-55948.82340469271,135824.72630182182,39334.34694756134,108427.81102707675,146926.02675096638,165171.92452256678,84588.04004238125,94474.14792034344,133012.23777662663,95701.71589068827
-1940633.7176190864,842895.1253045741,293726.07766745845,625244.0833627845,-24150.515836702565,96905.10863944555,8645.065160796215,100123.41241034002,107784.88657389562,146512.08838072137,90715.69334253862,75741.43221192507,155031.1131666718,123506.88350595073,132444.59016750366
-259603.60877955664,219542.2899208976,312557.059934252,-156524.32293141456,7494.011243068386,81208.61374932015,144417.6979630222,155094.8373074637,85766.79128000893,-3561.7658174886574,73477.7402886993,101112.18464260256,125683.80948801959,71208.42049110729,64423.07428761311
-2711447.1177438665,-1152048.8498794555,258889.82324103388,-145417.65949508766,-171263.85119383616,206608.90731558317,201938.73760809028,33302.48974371102,93168.96624431561,144482.77765490767,121905.6397053326,112160.39621913945,56108.24377916716,62720.09389038766,130728.26609485983
1801828.1032271436,1195757.6776013395,180065.1304222132,27026.06680409521,-100363.91942809898,55826.58357518412,162630.00056538495,149105.08528121124,94862.52755491834,144116.7066419539,99492.65928720402,103494.48687483519,89780.38300641747,65271.54982213961,127353.98340721642
-3291952.92170424,-380597.53678176505,-800286.3286615284,124207.68797272388,29139.798027147404,266362.6624662195,78446.49624958953,150119.2960890215,44336.691238253974,75284.19619198042,103736.39998305925,48155.164536892495,51498.59158960749,136461.59984107816,112851.2473081117
2465541.203402169,-1023047.2649464322,46943.84340400478,34992.08436211302,-140307.26135942742,58745.88004030466,103353.7545117788,106413.51790841536,127622.81518758307,69587.96374512409,145970.19597574606,111169.50162107358,123413.45352469564,131222.65508972376,66684.55879760346
-4009263.5317657106,-56959.365163491064,-699643.0723966708,75685.46161382023,-31062.580606711494,340290.6814278999,85039.61252579535,19113.488668493683,60582.74205827606,59045.972334038604,101134.62398466517,25075.7048025398,83981.10769951704,73033.85840829843,89678.3076128018
2989441.3825537004,821216.2204837693,477095.29519692564,278840.50716907356,191702.6987195357,118050.52518862253,78384.82990505037,131921.66584275564,96433.01585801326,115250.80463013615,81310.26142616721,145418.73091639538,136247.1658308623,84134.32956652876,145460.84288187342
1567035.9180505313,-470422.4977056716,224746.85587433176,138109.92617257364,52384.29312871171,183519.41449900367,229902.94628255125,-25810.0334620641,96981.07194816164,103195.68355923712,38110.52014864704,134684.55742762878,116211.48117381669,86964.9266799048,143146.0501711137
-2136860.3235890605,908702.5779791502,-79350.88642739275,275824.31125134166,-42729.93626836737,89842.21420631229,195234.40185041315,122531.97696928927,27972.38798494632,65998.62768577567,77541.98914575145,68111.92528605722,53888.509690580526,36099.55112678254,112353.58461548323
3205635.8343770793,1138084.526633978,-250896.29185974487,242067.52881535087,305126.85977637843,106454.48804149874,155765.39063596659,113633.13605556768,58044.05090810826,114307.12897174654,119428.29317447873,92192.40571465461,65216.12538398977,79816.57471561027,72918.95011041834
-8409645.573251273,-991995.1162782671,-771568.1395798193,167606.96022219793,200498.50635479507,216278.5399666789,18860.64213150088,63661.9505661311,28143.21220533711,178611.86972258362,111349.95120338409,88260.47752471143,129828.93356061273,99375.05696741752,99225.24801660162
2203077.542096182,475895.96708065626,-157359.19698244263,-48771.55235802304,42598.97423786681,17963.876774424025,111651.13233401878,134703.508376445,90412.82147115632,135341.9998245739,99870.46119558087,108889.48921235945,116536.11370377571,111619.352471064,125908.24174768818
-4992232.375218736,654328.9273816881,-257462.97699285625,196489.23939200796,92771.54859676212,12281.433779854811,112303.27898999902,161889.12175922174,80721.86155593066,35565.47123942532,126516.05560025052,142693.32769263288,73966.52755690609,99197.97121745789,114005.40788577916
4556992.041639599,-1122025.5742803516,-140038.2547960903,255827.44663471123,-82132.28974122912,137772.88602733627,-8043.32628174577,92428.92083849327,120108.07136702382,156651.00336512708,92248.66120510451,104978.86966221323,72221.5636837379,94252.38042330314,90455.16815911725
4387201.85208807,597823.4301858612,691550.2274809958,176086.8207657454,-180268.7077496433,216086.20470558442,18330.641228316723,10329.301668237556,25862.871888874542,34752.47899259807,97786.14186181877,120964.67517714649,164441.11735175134,83936.62209021201,102487.50535874494
1014999.0324768523,369474.3737701127,40333.74870954184,166751.49582400225,-105242.95308260767,67455.4909779346,206395.1223345757,175817.31111875467,119324.33777725734,85823.37466297271,78323.4464522257,94263.79616833306,85895.13029028403,120577.10781996573,96257.13179970378
5727275.173702054,595116.8515144889,858801.6281998467,-260638.23963818784,84100.874955776,149181.83677527582,66250.66192556471,78153.37559222561,102358.74649739584,91476.50619479823,190608.02211899217,85063.1707801738,147134.89787369972,101267.70792777979,78343.18702601935
587483.7350002906,-1463944.5971564916,-250179.1353230042,268607.2550186132,163481.70488122047,-30539.340194466953,248825.7782711961,74880.06420584682,119458.75059781778,114669.27504883017,94013.66984299282,87417.04801140059,62646.92092863439,100051.36120668358,89737.20378917975
-655549.8647142466,146667.97463158047,126302.27900465406,259579.29259692752,60996.808330065236,94382.23829010158,162932.35126110207,219602.26419220836,91221.20907325574,131587.22772962903,53517.909689862085,133586.27488618103,130693.248398839,119818.40773422233,100691.02785349828
5.294146000756155,-647215.6170350311,372300.58580490167,169070.14250388983,239582.1620045979,41132.071817181764,147750.44484900354,66583.20005066277,117670.95514183058,120411.03733222248,99651.87527499274,131637.5237384747,94993.9887452407,150274.0906687127,93725.67821186854
5.331568017141398,1376945.3312323645,593015.5476687138,-58494.29010553418,179857.44066065495,96635.05410234563,113484.28650698233,17291.646869719258,104359.92392228576,116998.34021277975,170493.55137669138,116307.24662140946,80002.60051328734,74933.19991097083,116124.52318468744
5.365011119974224,-1664773.1765748658,-43844.74193435356,94700.41222222193,153290.76737999317,93263.54264662456,226551.7461361136,123903.98025828492,116555.3765438754,94819.75238823096,101051.322207099,74867.34096820353,111315.71793148077,97404.36260684361,77114.23263221863
5.415515122548823,339503.85479556175,46155.66231641213,-37727.80398592031,14627.015796731528,-34676.340843531216,130602.7579518039,105955.9558871509,109815.01524949176,115250.2292896929,157875.83770471864,96507.68754801022,173746.56820092798,110802.13965447345,81185.7575208932
5.4563730287452925,982002.5149694283,-521116.0406077263,233064.0689385851,-37347.56302379485,181495.86003216336,71955.9498170192,112574.55350564179,114470.73634473821,103526.13069593636,48730.29608157008,119875.39714308325,75518.12196709307,135880.2549790208,101961.85051770913
5.491718124724139,1015095.1737402978,252694.6794953099,-148420.82147380707,45471.63390328328,177287.9034869045,254577.5007325612,327040.48453937814,171347.60052096198,120434.5554825896,109123.20157617668,67208.96953276574,60476.262520516604,124901.35684035232,84188.17261898759
5.524415108232643,1764766.8642307525,153595.43319249092,87526.77125870805,187102.8189139582,196822.11023597472,57903.99840275317,12221.392586428288,120982.49641051274,159927.8413421334,95630.4852849969,103785.67372465988,121385.3252632851,85193.80008706928,115417.33123699189
5.57140142942153,-302324.1663504711,272720.2905255613,405063.6606728748,256206.16579409168,283815.84039441484,35411.82541941632,190616.83951780334,13515.502286311432,144799.27891297513,83685.27114333167,56681.53567427371,148521.76657660992,47809.9867167561,84608.53623866025
5.61575894426569,241015.35971026798,195121.52735549043,60167.995545850565,-2128.6883053699157,110995.64641392996,273259.9859744317,140004.25316635665,192289.7480163588,130818.02538290694,83961.75082276981,72085.32577124273,148259.03854838823,49211.39980024074,84710.22508788703
5.6512171623391625,-1529383.7071742588,139033.9339488389,341079.84934266895,291513.1511962243,27081.56927659472,-4652.873755991267,33934.761317278506,103197.20929913786,65620.15873269757,84840.3033208735,139020.95554024787,58720.27443127184,87325.26810032298,104862.30291323122
5.695402503272635,-3540987.1486372626,90538.20014598515,98756.38412827157,473149.4227550336,30638.96848476014,90497.20561360713,112616.70500882794,106860.80607597274,100674.22112804181,78545.10642640675,145131.32800645527,79711.06788955173,112428.32774026491,92823.91477305088
5.735525285156473,2554720.728330767,576958.42608151,-391930.95534669916,138818.1589049842,39649.1881729767,197024.315201074,147605.3626259359,42828.22635428752,76328.62278447112,44785.4413733162,138394.41418739245,70944.2518331364,76429.35925547863,91416.13826527003
5.784896295855288,1040136.8452197574,600093.0333879401,248968.05882890656,241524.37471737497,-3164.257188486858,206450.68127901538,118555.35885545376,193631.74163168768,79295.18530663503,125553.95070543842,54036.99962069576,87306.84310169428,85488.14208917113,77648.02382921224
5.8166711509307785,-2458254.5393065913,-135693.69066226843,278038.26333618653,37509.13475756037,173461.0698140901,-5503.400066583784,172244.97403967107,133076.03005782745,118094.57210016814,139817.2982971826,130047.63509704902,77581.51605434532,143209.6969197327,69678.92592595871
5.875102658286778,-1891622.447267477,287109.24816964555,271502.3660240463,-117775.4118304406,-55941.40210510282,77809.36838594417,7940.628224724287,70091.91750084532,90356.45729294262,61740.14153277249,95899.18661269028,119175.6354982374,72585.21764531829,91256.19990222149
5.891179835455114,-3599432.6356863333,638842.531854908,238865.49550870014,-202367.8758431944,133855.40465348776,69513.71908164743,236767.58254887204,123603.72540140183,77320.24319608745,88674.81797650755,166976.1477753721,56878.965105293246,75263.44901062192,137840.30515632528
5.925247432681499,-646834.9585303187,995889.3711692758,-82359.6443641265,18458.84560789819,132198.3878829928,138886.32938038488,176396.9708766776,69377.35151343833,121309.56067633376,75148.15752907403,108403.17564300906,110122.84328300653,88732.11514934414,119652.57370796098
5.999824395303586,-1347452.581098046,26654.19881451493,-62018.90667715027,-159940.05577376837,-136083.48119312487,-62350.93162644375,59082.38029345127,102023.94707695182,114330.8875115175,49884.425344539915,75418.22247725511,138304.7189351832,111587.09346723717,122965.56286456443
6.029716102131351,1340829.671572581,224596.32623975398,320741.80032243335,134620.25723160146,-94352.40247791851,72338.52527992768,97808.80490181544,106408.68421595551,95128.05110217023,152045.12514451824,78455.14176189409,104537.61157114664,91510.8885949626,96383.1850134865
6.070193896396086,1982244.2729827042,-203954.0188631749,221324.22587353067,-37862.46531832283,61638.91417434674,-15391.318991946362,104345.90660912353,119410.4637168501,134261.60932919398,77712.61511359355,116086.3206868469,134474.32513839134,66133.024256865,96456.64101129698
6.100215799083526,768242.0234030418,-28794.896444753755,-66935.18370226158,202283.35126792022,116462.11954166256,107489.53875052472,138916.24782172218,117542.51584727496,97363.27900043297,90823.87201230072,83819.15979578966,78598.37293101648,90514.1836867617,129819.06601568358
6.1557198385875385,672710.4197508481,307995.91992333357,-101165.99540351662,152143.05984464294,208155.47506620208,51540.150322309884,-6889.125410476205,18673.957310340156,86359.81104985022,44602.26984615681,114958.2222572285,98270.7974633112,85360.05146628329,71166.66581139094
6.212655565740715,-1216837.1249807884,-671705.3161771334,-34079.43511510466,-55395.619257990504,86949.96057398737,221149.12664284185,113129.22560026459,87764.87720103523,136901.74491846937,60501.006691876915,92149.71963606281,130386.47632376112,118460.63981824703,93990.15120140367
6.2477784312293805,592699.6077595179,-376547.44914510363,532454.0967089061,108093.73512901652,65032.582677959115,-81169.52040918366,203362.08022370352,83953.02317384216,116196.74450889122,66598.49991389985,154328.51045549178,110358.35207100213,99613.38696051203,123769.37521711618
6.299286777384259,-1268972.1195244987,-873311.3955473246,500123.1351791543,178623.16958281642,267678.3282613768,41724.34948146767,70087.03732914265,121981.83790101968,30708.358518452373,150691.10023504117,119953.00073464245,86710.39424725805,65141.236724217015,74947.11899322484
6.34101851563828,49744.10483826371,458403.37456469133,194508.8729051527,-12865.474957029899,289334.4479824059,223319.32921744898,196905.97435447684,71327.79591500273,116964.31643556808,59425.67776261293,76482.12374130904,107396.06114190331,88524.26869579122,108747.08045385226
6.40241652511977,-833234.4940586941,312213.70917820744,-270208.1583250506,286415.01679046836,138448.07483960202,124160.33076930509,68686.26636961028,114117.70135432477,105849.49041075299,53228.71024160001,100680.67176183336,123065.96171438291,140847.68481218634,70047.07616613696
6.426547731917526,-792536.8545545394,-83851.98554453769,-32536.257822295436,-9243.851875079494,109042.22023838852,205097.531905894,186843.5444229041,83318.45594241713,6400.585415673202,70216.41968904798,98508.49087093468,123904.01410445836,115589.42102447271,90702.09237873714
6.473473151223152,270776.0499832504,52829.71113504949,46403.44597912602,274664.6029322881,33484.41792638812,144752.8135223551,132658.16112323574,162834.77799954714,81107.05445119858,79818.67063483698,132923.07168543243,116382.31797073052,86362.03459782698,109597.6494735621
6.535155547835894,212325.48440401274,363054.54208606546,144739.88830263403,96809.95496696021,207711.91558940182,66840.28430275137,15382.663694772325,145048.15992369823,118528.22422327925,121739.42848505359,59600.99233152789,76218.21790533746,101806.894670436,120421.54368238943
